DrugID,TargetID,label
D0Z7YK,T00890,0
D02GRY,T65197,0
D0FC0B,T12108,0
D0F6YM,T37693,0
D0L1JQ,T75797,0
D0C6YC,T63465,0
D0Z2TV,T29678,0
D0TD1R,T06182,0
D0X7KB,T35842,0
D0S4FV,T26073,0
D0M8DU,T96235,0
D0ZG3D,T34234,0
D0E9AY,T09909,0
D01UVA,T99347,0
D0E6AH,T58921,0
D01APL,T92609,0
D0TF0T,T99402,0
D0FI7B,T85467,0
D0MC3J,T91894,0
D01PGU,T89034,0
D0Y1PG,T07173,0
D0XM1U,T75797,0
D08MNO,T51115,0
D0MT5C,T96235,0
D07MVE,T56143,0
D0SO9Q,T59881,0
D0P6UB,T80896,0
D03TDW,T65197,0
D05ZDJ,T41580,0
D07GMY,T84117,0
D0O2WX,T03346,0
D08XES,T18950,0
D0PB6B,T95923,0
D0SG6A,T63465,0
D0O8BS,T12475,0
D0MT5C,T07173,0
D0YB7F,T99347,0
D0G5QB,T00254,0
D09YFJ,T52921,0
D04BLO,T68876,0
D06TOI,T74570,0
D0G2VT,T11448,0
D95KWS,T56923,0
D0V0IX,T30219,0
D0R1JV,T76198,0
D0MO0J,T77796,0
D0MT5C,T66237,0
D01VSI,T30219,0
D0N1EF,T60077,0
D00CLM,T13714,0
D0Q0YS,T62841,0
D08FHZ,T69485,0
D0PN6Z,T59604,0
D0T2PL,T30219,0
D05NZV,T83382,0
D00GTC,T20331,0
D0H5BC,T12108,0
D0S6SN,T53186,0
D0BF4Z,T79780,0
D03TNA,T06182,0
D0I5IM,T50089,0
D0UX4A,T71192,0
D07AHG,T28330,0
D0ZZ9M,T74570,0
D08NQW,T26073,0
D09QZI,T89034,0
D0N6FZ,T96079,0
D0K3UO,T08133,0
D01WUA,T48703,0
D0O9XN,T20709,0
D0WM5O,T89534,0
D0ZQ0X,T93515,0
D08ZBT,T20331,0
D01HCL,T14731,0
D0P1US,T39380,0
D0C3EX,T62276,0
D0H3MG,T16336,0
D0BV3J,T46521,0
D0Y6FA,T67684,0
D0HQ0E,T96235,0
D0C5VQ,T79062,0
D01HCL,T35664,0
D01IUS,T67894,0
D07EDS,T24983,0
D0Q0PN,T79232,0
D0F2OO,T44861,0
D0U4ZV,T61722,0
D0J1PJ,T24793,0
D0E6YT,T62912,0
D0U5LL,T11448,0
D0C8PE,T16691,0
D0H6YF,T55654,0
D0P3WF,T60362,0
D0Q7NB,T29678,0
D0Y3TM,T53381,0
D0I8FI,T00254,0
D06ZDF,T60077,0
D04DYM,T77548,0
D05PYO,T67894,0
D04ULI,T78581,0
D03GHN,T29678,0
D00GHK,T22939,0
D0GL7U,T99347,0
D0Q3ES,T46185,0
D0MW7H,T26500,0
D00ECO,T92640,0
D0YO4D,T62841,0
D0R7OD,T80858,0
D0ET2F,T87670,0
D0L9RP,T62820,0
D09OHP,T52790,0
D0L8DV,T65236,0
D0J2VQ,T53186,0
D03RHW,T72841,0
D0YK9T,T53024,0
D0H8OH,T87670,0
D05QYR,T72841,0
D0M2LD,T25608,0
D0DA9T,T98091,0
D01HBG,T91894,0
D03GWY,T76846,0
D00TFA,T51426,0
D01HRV,T44068,0
D0BS2Q,T38161,0
D0GF4I,T09909,0
D95KWS,T72595,0
D09ALE,T33584,0
D05GYG,T11448,0
D04DQZ,T13484,0
D07TMZ,T36557,0
D02OAI,T78692,0
D0C6NM,T67894,0
D0XG6U,T24983,0
D0LR1M,T44861,0
D0T7OW,T21038,0
D03LFR,T84117,0
D07LYU,T30563,0
D0P0KG,T82083,0
D04ZKY,T41580,0
D0W9NO,T39380,0
D0Z6UC,T99402,0
D00WOK,T12475,0
D0A0KP,T79062,0
D0NL5K,T55956,0
D0J7LY,T86679,0
D0I4DJ,T59577,0
D0A8EK,T01777,0
D0S9MU,T80896,0
D0H3MG,T75643,0
D0G1UE,T65197,0
D01YIF,T82702,0
D0U2OO,T26073,0
D0G6EI,T76198,0
D0I3YX,T62193,0
D0FM3Q,T07173,0
D03LQC,T87166,0
D0S0QY,T23499,0
D0Q9SC,T25608,0
D0EM9A,T17721,0
D0K2EX,T44861,0
D0P0PP,T29683,0
D0W9II,T61622,0
D00SOZ,T65197,0
D0FZ6A,T56272,0
D09TNC,T52921,0
D05HKB,T95923,0
D0Y4EW,T88714,0
D0L5YV,T61657,0
D01CNF,T92828,0
D0T9DI,T17758,0
D02OAI,T51115,0
D06VZE,T32060,0
D0ZZ9M,T44861,0
D03FLT,T98091,0
D05PDF,T33902,0
D0V4FK,T49493,0
D0A0KP,T03818,0
D0T6SC,T90818,0
D0E6ME,T22118,0
D05OIF,T76846,0
D01BVI,T49493,0
D0P3WF,T17758,0
D0Z7YK,T09826,0
D0K5CB,T83382,0
D0A6IQ,T74456,0
D0L9ZQ,T50089,0
D02ZML,T39380,0
DW9ML8,T11211,0
D01XPY,T61722,0
D06QKW,T13852,0
D0Y5ZT,T50089,0
D0J6XC,T95923,0
D0NA8U,T32060,0
D06EES,T11211,0
D0M8IT,T99954,0
D06DRY,T11448,0
D08FKH,T63393,0
D06QKW,T56272,0
D02SQF,T90818,0
D07PHS,T43206,0
D04KJO,T82146,0
D0H9EY,T00895,0
D07QAK,T76685,0
D09JXR,T44861,0
D06BXT,T07806,0
D0H9EY,T94085,0
D07XYV,T02728,0
D0B6MQ,T26073,0
D0N9UZ,T52790,0
D07BSQ,T91894,0
D03SAM,T49072,0
D0V0IX,T35842,0
D06YMS,T99524,0
D01UFN,T88185,0
D04ODO,T59881,0
D0YB0K,T39716,0
D0H6QU,T79062,0
D03SKD,T00895,0
D0YK9Q,T71192,0
D07TMZ,T41580,0
D0I8AF,T08922,0
D0F7XM,T62912,0
D09DAP,T99524,0
D09DSK,T46937,0
DNL2F1,T84117,0
D0J2TN,T86679,0
D0PI4H,T77548,0
D0UO4B,T48703,0
D00QYH,T36059,0
D01YEN,T87023,0
D0ZH3G,T06182,0
D05OIF,T31204,0
D06HLY,T79062,0
D0K3UO,T58130,0
D0SG6A,T61243,0
D0R8IE,T30985,0
D06DRY,T56923,0
D0B2NE,T99402,0
D0Q9SC,T74570,0
D0PE1A,T11448,0
D03SWH,T99402,0
D01SJC,T13852,0
D0C1IW,T00488,0
D06OBX,T61243,0
D0H8OH,T61722,0
D06RRD,T46828,0
DW5R6Y,T22939,0
D01UFN,T60362,0
D06HCF,T55654,0
D04DZE,T25307,0
D01BVI,T79961,0
D0N5CW,T28330,0
D0NL5K,T25608,0
D0ZZ9M,T02719,0
D08LVH,T23714,0
D05PKR,T36557,0
D07MBC,T80858,0
D0T4BP,T11241,0
D02EBQ,T15571,0
D01WVV,T07806,0
D06DYN,T67710,0
D0EW6H,T25608,0
D06EES,T55654,0
D0RM4V,T28213,0
D08FHZ,T79591,0
D05PDF,T76414,0
D00SOZ,T11241,0
D07XUM,T72168,0
D02OAJ,T64765,0
D07TMZ,T68834,0
D0L1KX,T75797,0
D0F2OO,T08133,0
D00PQC,T44068,0
D07QQP,T92609,0
D07WYI,T69091,0
D0E9AY,T65236,0
D0O2DN,T88505,0
D05TNX,T92689,0
D0U1OJ,T96235,0
D03PEA,T15497,0
D0Q8BS,T72168,0
D0T6SC,T75643,0
D0D9AS,T34234,0
D0I8AF,T47768,0
D0WO3A,T72032,0
D0B8JQ,T53381,0
D0P9KL,T92689,0
D0Y0RW,T94085,0
D0YF4I,T60182,0
D0Y3LL,T16555,0
D09UFV,T64830,0
D06SCS,T79591,0
D04KQT,T36059,0
D0Y4YV,T29683,0
D06NRX,T49526,0
D04JSE,T53381,0
D0G0IZ,T92689,0
D02JCM,T13644,0
D03FQP,T13644,0
D05CRG,T72168,0
D03OGA,T38012,0
D06LQH,T47888,0
D0T2CG,T46482,0
D09JDH,T30985,0
D08QMX,T80896,0
D0L4IV,T99816,0
D0N8MQ,T28309,0
D05AAD,T38529,0
D02ZML,T78692,0
D0S8AN,T88714,0
D03PGV,T49072,0
D0O5TQ,T07806,0
D0F6CT,T41580,0
D05JMJ,T78692,0
D0E1EC,T02728,0
D0PM5R,T72168,0
D0J2TN,T38012,0
D07LZH,T65783,0
D0Z7OX,T62841,0
D04BLO,T38529,0
D0FZ6A,T11241,0
D0B1EQ,T96079,0
D0T5EI,T61622,0
D00GZW,T71192,0
D02INF,T18950,0
D0Y6LS,T53381,0
D02WJT,T89034,0
D09XVQ,T62391,0
D0I8FI,T21038,0
DT4WU3,T27944,0
D0BK8V,T95923,0
D01UFN,T11072,0
D0MQ3X,T76846,0
D0SE9S,T60362,0
D0X0OP,T44861,0
D0PI4H,T24983,0
D08MYA,T70539,0
D0K6TI,T48268,0
D06YFA,T03818,0
D0I2RB,T99524,0
D0R9KG,T59679,0
D0D5SK,T04210,0
D03TNA,T89534,0
D0A5EF,T98933,0
D0C6MS,T65236,0
D01PKZ,T36075,0
D0R1DP,T23666,0
D0V5HV,T76414,0
D04KQT,T48703,0
D0BT1A,T73482,0
D06YMS,T16156,0
D07WRP,T30687,0
D08TBF,T79780,0
D0R5GS,T63393,0
D0VR8J,T61622,0
D0B8JQ,T11072,0
D0KI5P,T97917,0
D0F9TY,T08133,0
D0V4WT,T63393,0
D0G4EK,T62276,0
D00CRA,T89034,0
D0R4RN,T89034,0
D9D6QN,T29683,0
D0C2DN,T96079,0
D03LQC,T77796,0
D07HTM,T92076,0
D09TGC,T12475,0
D04DGE,T65783,0
D0G8TM,T87166,0
D06DRY,T36059,0
D0Q2MX,T74456,0
D0R1MM,T90782,0
D03YBH,T21689,0
D0A8NB,T84486,0
D0JB3H,T99954,0
D0S3WN,T45674,0
DT56YX,T62820,0
D0W2TQ,T39380,0
D0W1DI,T63393,0
D02HDI,T96235,0
D0V4RP,T97917,0
D0K3OK,T86273,0
D0S0NB,T71192,0
D05EOW,T42392,0
D01GTU,T58992,0
D0O3NG,T42822,0
D03FQP,T57943,0
D0H4BJ,T28692,0
D01UVA,T48703,0
D0UO4B,T60362,0
D0RN6V,T62912,0
D06DRY,T04210,0
D0X4NG,T84486,0
D00PQC,T65197,0
D0OT9B,T07173,0
D0V8YH,T62193,0
D0W9VW,T60693,0
D0EK6P,T53024,0
D01PGU,T73476,0
D08TBF,T89534,0
D06KHW,T11448,0
D08FKH,T67818,0
D0V3ZA,T28330,0
D03XIS,T26073,0
D00PAG,T69506,0
D0BQ8M,T11211,0
D00CVJ,T11448,0
D0TM0N,T62912,0
DDI6B0,T56588,0
D00SZR,T67818,0
D0O7DB,T73859,0
D0N5CW,T92609,0
D0N1EF,T15571,0
D0C2OR,T89034,0
D0DY7W,T73476,0
D0YZ8I,T35842,0
D0BK8V,T53024,0
D0K0MW,T46828,0
D06FEF,T97613,0
D08WNN,T49493,0
DZ28EB,T24983,0
D0ZU0O,T86273,0
D0F7XM,T96079,0
D0G8XJ,T34234,0
D08VIS,T73482,0
D0E3XG,T78205,0
D08NQW,T72458,0
D01XIW,T47888,0
D0S4MN,T33902,0
D03SKD,T72168,0
D0M9LM,T30219,0
D04ODH,T90782,0
D0UW8Q,T77913,0
D01EOQ,T08922,0
D0Q9IU,T37046,0
D01EOQ,T16336,0
D09ULA,T72168,0
D2L8NT,T46482,0
D0MU1V,T72267,0
D0FZ6A,T66237,0
D0GQ8W,T68834,0
D0SZ4T,T16633,0
D0K6TI,T28893,0
D0A9PS,T11241,0
D04JCK,T73724,0
D53QMP,T31204,0
D0N6YV,T94085,0
D0UL7R,T67684,0
D0HI5B,T67684,0
D05AAD,T88185,0
D0U9IJ,T35842,0
D0I3YX,T52297,0
D0B8PD,T69485,0
D0MU4A,T42724,0
D0QG9A,T99816,0
D03WPE,T44919,0
D0V4FZ,T12475,0
D0N9SV,T60362,0
D0R5NA,T01777,0
D0E7LU,T38161,0
D0J6JT,T35664,0
D07MVE,T22285,0
D07AHG,T40016,0
D07PHS,T78581,0
D07GMY,T13726,0
D0S3WN,T52297,0
D0A6NQ,T09572,0
D0T3DO,T30219,0
D08WYM,T22285,0
D07QAK,T59328,0
D0ZG3D,T89534,0
D06XTT,T53024,0
D02UUO,T04210,0
DE7BZ4,T89034,0
D0Z7CZ,T25705,0
D02IVR,T10383,0
D0M9LM,T95923,0
D03YUL,T75797,0
D0NL5K,T62391,0
D09RSL,T12475,0
D0Q2RP,T97613,0
D0A1AQ,T97917,0
D0SA1N,T02333,0
D0K3UO,T36059,0
D0D1VJ,T82702,0
D04DKM,T11448,0
D0C6YC,T83813,0
D0I5TV,T59626,0
D0V8YH,T99954,0
D08SLS,T92072,0
D0Z2TV,T72267,0
D07UXB,T86364,0
D09WQL,T90782,0
D06FZS,T44861,0
D0I4DQ,T00890,0
D02ALD,T39380,0
D0U2OO,T69506,0
D01VIX,T49526,0
D00PJJ,T60077,0
D0F7XM,T46937,0
D0L6LD,T20331,0
D08NQW,T95302,0
D0R1JV,T48268,0
D05EPU,T58921,0
D0W6PP,T92640,0
D02FNU,T16633,0
D0H8KI,T46521,0
D06RBG,T74238,0
D09LVP,T13644,0
D0T5FU,T84439,0
D08WNN,T21038,0
D08TJM,T73859,0
D01CCG,T98933,0
D0E4JL,T75643,0
D08XGH,T86364,0
D0P7RI,T77548,0
D01YEN,T74238,0
D0C5FN,T95923,0
D07FPQ,T82146,0
D0N6FZ,T62841,0
D0A0KP,T03346,0
DFBJ28,T85115,0
D03YGR,T80513,0
D0V6OZ,T59875,0
D02UUO,T56272,0
D02BPI,T53381,0
D07XYV,T24793,0
D06YFA,T62391,0
D07PZQ,T53024,0
D0C5FN,T78709,0
D0T6ID,T51385,0
D0OM9G,T56143,0
D0MP8E,T75643,0
D0G6ZG,T73476,0
D0C4BI,T30985,0
D02FCY,T11448,0
D08VPN,T50089,0
D06MNF,T78709,0
D0CO3N,T51115,0
D0X9RG,T23714,0
D01GPC,T36059,0
D0R8IE,T16555,0
D0W2TQ,T89034,0
D0T5EI,T02719,0
D01NPA,T69506,0
D0C7WO,T75797,0
D0OW9L,T28309,0
D05EUR,T58130,0
D0U7BH,T24983,0
D0Y6ZK,T12475,0
D06RRD,T93515,0
D09CZA,T86364,0
D01RQK,T11072,0
D0L0YF,T38012,0
D0CT1F,T20575,0
D0K0MW,T92609,0
D06SRX,T16336,0
D06PIW,T79780,0
D06SDD,T23499,0
D07MBC,T76678,0
D0A1SP,T18950,0
D0O2US,T71192,0
D08FJL,T52522,0
D0IL7L,T75643,0
D08ECP,T16691,0
D01VKI,T99524,0
D01ZHW,T99524,0
D01WVV,T51385,0
D4Q5AW,T28893,0
D0Z1OF,T76198,0
D0K5CB,T52297,0
D0U1SF,T91894,0
D0D5VJ,T36557,0
D04YAJ,T24793,0
D04QBM,T79232,0
D0Q2OK,T82146,0
D03PEA,T92144,0
D05LWE,T62841,0
D0Q5MQ,T97413,0
D07ZGV,T65197,0
D0Y0RW,T46521,0
D0Q2MX,T68876,0
D01BPF,T06182,0
D07BAH,T58992,0
D0IL7L,T67894,0
D03PVV,T12475,0
D0S6BX,T87023,0
D00ZXX,T04210,0
D0R1ZD,T61622,0
D0H3MO,T23714,0
D01ZZJ,T80513,0
D0PM5R,T97413,0
D0A8NB,T02719,0
D04JPQ,T13852,0
D07RTQ,T14731,0
D07FTI,T01777,0
D0Q6IW,T52790,0
D0Y3TM,T51408,0
D0M8VN,T87166,0
D03HYX,T51426,0
D09FZF,T66237,0
D09AZM,T67684,0
D03GHN,T93515,0
D06QYM,T55654,0
DNZ96J,T79232,0
D0NL5K,T98091,0
D00DIF,T21038,0
D01URR,T05849,0
D08QMX,T87670,0
D0H6KD,T89534,0
D0F6CT,T51408,0
D0YK9Q,T61722,0
D08OKJ,T99816,0
D0B0EB,T41580,0
D0RN6V,T29683,0
D0S7UQ,T96235,0
D0RF4L,T35664,0
D07AHG,T91894,0
D04MOF,T33584,0
D0H6QU,T30219,0
D08MLH,T99954,0
D06DUE,T50089,0
D04BCB,T62841,0
D08JYT,T15556,0
D0D5OY,T42724,0
D0M9ZX,T87166,0
D01RQK,T27944,0
D0GH9J,T33584,0
D0BP7C,T94085,0
D0F1UL,T69485,0
D08DFY,T46937,0
D0X5NX,T51385,0
D0V4FZ,T50089,0
D0H6DZ,T08922,0
D0I4PW,T98933,0
D04EDO,T78692,0
D03NHS,T82146,0
D0K3UL,T62841,0
D08CTL,T61622,0
D01IJD,T49526,0
D0H5FY,T84117,0
D0O2US,T77548,0
D0D9YW,T04210,0
D07FTI,T79232,0
D0C5RZ,T95605,0
D0X5MA,T16691,0
D0K6MI,T16336,0
D0Y6LS,T41580,0
D0R7OD,T62912,0
D0C5SV,T67818,0
D0N5QC,T95923,0
D09RSL,T79780,0
D0V6KN,T53381,0
D0H6KD,T87023,0
D0I4DJ,T59604,0
D0P6IV,T61227,0
D05TNX,T52297,0
D07TMZ,T92076,0
D0Y3TM,T11211,0
D06OBX,T92828,0
D0M9RI,T88531,0
D0T8OD,T13852,0
D0TC5E,T42724,0
D0OW9L,T97413,0
D0U7BH,T59577,0
D0G6AQ,T85115,0
D0DX8T,T26500,0
D05PHX,T25705,0
D02ONK,T18616,0
D00UZO,T00895,0
D0P9KL,T61227,0
D03YVO,T42392,0
D03TNA,T79062,0
D07MFG,T73724,0
D01GPC,T28213,0
D0O2DN,T01777,0
D0MC3J,T48268,0
D0T8OD,T36557,0
D0Y2JY,T73859,0
D0O6IZ,T00488,0
D06OBX,T64830,0
D0P6IV,T92640,0
D08EBT,T59679,0
D0G3TV,T51426,0
D0E4YP,T44919,0
D0J5RN,T00895,0
D0UV9F,T79961,0
D03NXZ,T88505,0
D05YNT,T65236,0
D0V4PZ,T02728,0
D0N8BJ,T62912,0
D0C1PB,T78709,0
D0ET2F,T17758,0
D08WYM,T11448,0
D0V6OZ,T28330,0
D0G1OZ,T76846,0
D0I2RB,T13714,0
D0QX9K,T13484,0
D07MVE,T21689,0
D0TC7N,T33902,0
D07AHG,T46521,0
D0A8EK,T42822,0
D04MLE,T72032,0
D0PN6Z,T76678,0
D02KMG,T76678,0
D06OVX,T77796,0
D0Y7JU,T16555,0
D0P0SM,T92640,0
D04DGE,T18616,0
D0Q8UU,T69485,0
D0SY2M,T65236,0
D0P3DM,T36059,0
D4Q5AW,T22939,0
D0B7QP,T28893,0
D03MYO,T08922,0
D0C5RZ,T13852,0
D0F4BX,T56143,0
D0W9ZT,T96235,0
D0CW1P,T48268,0
D0K5CB,T01777,0
D0GP4R,T00488,0
D02YKI,T77913,0
D00FTQ,T60362,0
D08XGH,T63393,0
D0G9IP,T15497,0
D0K8NR,T77796,0
D08LZI,T47768,0
D0O1LU,T48268,0
D00XWD,T08922,0
D02VGS,T29500,0
D0P6IV,T21038,0
D06AVM,T36557,0
D0A9PS,T88185,0
D0OR4G,T03346,0
D05RGW,T48268,0
D0T1SF,T75643,0
D0B7AH,T16555,0
D0MP8E,T27137,0
D01NPA,T61622,0
D03WBX,T62391,0
D01HBG,T49526,0
D0WC8M,T46185,0
D0Z3WA,T67162,0
D0G7TT,T15497,0
D0E9TP,T92828,0
D0IB8N,T11072,0
D02RQP,T68834,0
D0W2TQ,T02728,0
D0A1AQ,T04210,0
D0T1FC,T63465,0
D02ZML,T03346,0
D07LZH,T92609,0
D0M8RC,T59679,0
D0Z7OX,T82083,0
D0E6YT,T63465,0
D02EHY,T76678,0
D0E5EB,T63393,0
DFBJ28,T27137,0
D0Q1HN,T22939,0
D00CVJ,T16633,0
D07CAB,T77796,0
D0E8TW,T73482,0
D0N5JJ,T72267,0
D0BA6T,T25307,0
D0Y5ZT,T61622,0
D0J2TN,T88185,0
D05LWE,T79591,0
D00DPX,T00488,0
D06RNM,T56143,0
D0H7KF,T99347,0
D0G5ZL,T72595,0
D07BAH,T80858,0
D08XES,T86591,0
D03ZEL,T73724,0
D08NQW,T28309,0
D06FEF,T38161,0
D0D9AS,T39123,0
D08QMX,T44861,0
D00AYW,T73476,0
D0R8IE,T37046,0
D0T3EV,T31227,0
D0HI6O,T37693,0
D03GCJ,T23666,0
D0T2GA,T07806,0
D06YZB,T77548,0
D09RSL,T72595,0
D0K2PS,T24793,0
D0T9DI,T18616,0
D04BOQ,T13726,0
D0L3MJ,T00895,0
D0M8RC,T99954,0
D0E8IZ,T00895,0
D04VPV,T93788,0
D06DUE,T29678,0
D0EK6P,T93515,0
D0OP8W,T18950,0
D0MU1V,T00254,0
D09OQV,T28309,0
D0MO0J,T12475,0
D0A8EK,T86273,0
D0QG9A,T09826,0
D02OAI,T00895,0
D07WYI,T92144,0
D0N5JJ,T59875,0
D09ULA,T66237,0
D0P6IV,T99524,0
D02GRY,T46521,0
D0N0NJ,T09909,0
D0B6RA,T72458,0
D01WXZ,T69091,0
D0I2RB,T00890,0
D0BQ8M,T58992,0
D0B6FM,T42392,0
D04IWB,T33902,0
D0JB3H,T80513,0
D0U9TR,T86271,0
D0O3NG,T41580,0
D0R9CC,T87670,0
D0MO0J,T47888,0
D0T2QL,T63465,0
D06ODM,T20331,0
D06VZE,T51115,0
D0I8TR,T51426,0
D0U2OO,T60693,0
D04DZE,T55956,0
D08EBT,T25608,0
D0D4ZL,T92689,0
D08MLH,T25705,0
D0Y4EW,T21689,0
D09ULA,T02728,0
D09ROS,T79961,0
D0I5IM,T11072,0
DNL2F1,T68834,0
D0W1ZW,T52790,0
D08QMX,T62306,0
D0DY7W,T49072,0
D07XYV,T02333,0
D01WUA,T76198,0
D08FSD,T36557,0
D0T6SC,T49526,0
D06HCF,T87670,0
D01YDR,T76846,0
D0E4JL,T61227,0
D0IB8N,T42822,0
D0Y1PG,T59577,0
D0U5EY,T29678,0
D03XIS,T56143,0
D05CYD,T29678,0
D0G0RT,T48703,0
D0R8LB,T30219,0
D05PHX,T87166,0
D08QXD,T59875,0
D0H7KF,T70539,0
D02YNH,T20709,0
D0R8IE,T00488,0
D02EBQ,T42724,0
D0O3NG,T86591,0
D0IL7L,T92076,0
D0LJ7R,T03346,0
D8VH5Q,T37693,0
D0D9YW,T79062,0
D04DYM,T20575,0
D0YK9T,T28213,0
D09WQL,T44861,0
D08DFY,T00890,0
D03PEA,T86679,0
D03WIK,T09909,0
D02ULU,T64830,0
D00FHZ,T03818,0
D06KHW,T97917,0
D03TDW,T63393,0
D0E5XM,T00890,0
D08LVH,T76198,0
D0TH6M,T78205,0
D0M8IT,T65783,0
D0Q8WG,T17721,0
D0R9CC,T43206,0
D0N6FZ,T48703,0
D06NXY,T20575,0
D0ZU0O,T85467,0
D02VGS,T72841,0
D0US4S,T40016,0
D0XY3G,T21038,0
D01WVJ,T60693,0
D02NZI,T72595,0
D0T6SC,T23714,0
D0OM2M,T65783,0
D0R1JV,T17758,0
D2L8NT,T72032,0
D0A3YN,T62306,0
D05PDF,T00254,0
D00ZFP,T92609,0
D0A1SP,T72032,0
D05AAD,T12475,0
D0W6RV,T25608,0
D0BS2Q,T47094,0
D00AII,T76846,0
D0I5TV,T92689,0
D0D3PZ,T02333,0
D02UUO,T59626,0
D0E6YT,T24793,0
D0E9LJ,T78581,0
D0F6TD,T62391,0
D0I9LU,T78692,0
D05GQK,T36075,0
D04JQR,T99524,0
D02GEQ,T67894,0
D0D1FC,T99816,0
D0N7NK,T35664,0
D02VZP,T15571,0
D07WRP,T03346,0
D05AAD,T17721,0
D0RN6V,T53186,0
D0R7ZC,T08133,0
D0X5NX,T00895,0
D02NZI,T92609,0
D05QTJ,T28893,0
D0S9YX,T72032,0
D06XTT,T28893,0
D07MME,T75643,0
D06MNF,T38012,0
D0XL8C,T88185,0
D0ZH3G,T37046,0
D0G9WE,T95923,0
D0A4LL,T92609,0
D0M9RI,T15571,0
D0O7XO,T14731,0
D04ASH,T07173,0
D0H4UN,T03818,0
D0G4CG,T92640,0
D0T2PL,T49493,0
D0MC5J,T44919,0
D0Y7JU,T02728,0
D0YK9T,T11072,0
D0F5MF,T97613,0
D0IN7I,T00890,0
D0N8MQ,T94085,0
D08QXD,T13726,0
D06ZVB,T47094,0
D04MOF,T48268,0
D07GJZ,T62391,0
D0U5CS,T51408,0
D03ACT,T53381,0
D01UUD,T58921,0
D0SP3D,T92689,0
D0L2LS,T74456,0
D0Y8UF,T55654,0
D0H5FI,T72458,0
D00GTC,T77365,0
D06UKG,T17523,0
D0Y3NZ,T32060,0
D0BB0O,T99954,0
D0T7OW,T30985,0
DNZ96J,T82146,0
D06KBO,T67894,0
D0TH6M,T13644,0
D0R8GW,T39380,0
D0Q2MX,T13714,0
D0K2EX,T60077,0
D0O4NR,T14731,0
D09AQK,T58921,0
D09CUJ,T42822,0
D00ACC,T73476,0
D0LR1M,T72168,0
D0N4PL,T72032,0
D08VSI,T80896,0
D0GQ8W,T59626,0
D0K0FI,T59604,0
D0AU0F,T51408,0
D03NXZ,T82702,0
D0CW4T,T27137,0
D09ULA,T23666,0
D0TF0T,T38012,0
D03QKW,T15556,0
D0Q8BS,T80513,0
D0G5TU,T73482,0
D0YB7F,T99954,0
D07TQN,T59679,0
D0N1HL,T74456,0
D0MU1V,T05849,0
D0O9XN,T92072,0
D0R3EL,T74456,0
D0EN7T,T82702,0
D0MO0J,T83382,0
D04EDO,T59577,0
D0M9GO,T95302,0
D07PHS,T16691,0
D0G0IZ,T58130,0
D0V5DX,T61722,0
D0G1YO,T98933,0
D0Z7YK,T86679,0
D0X4NG,T20575,0
D0A1AQ,T03346,0
D0Q0YS,T46937,0
D0LJ7R,T45674,0
D05ZWG,T60362,0
DBND71,T51385,0
D0BA6T,T47094,0
D06PXT,T70539,0
D0FM2P,T72168,0
D07PHS,T36075,0
D0WV5J,T35664,0
D0A0UL,T82083,0
D06VZE,T48703,0
D0YK9Q,T95923,0
D07PZQ,T91894,0
D0EW6H,T02728,0
D0O4NR,T56143,0
D08EEU,T26500,0
D03NHS,T92072,0
D0G6ZG,T76685,0
D04EYC,T09826,0
D09XVQ,T84117,0
D0H3MG,T60693,0
D0MQ3X,T09572,0
D0J0NS,T92828,0
D0Q2LG,T56143,0
D0SS4P,T59626,0
D0R5GS,T68782,0
D0U1NA,T16691,0
D05ZWG,T21689,0
D06ZVB,T62974,0
D09FYQ,T51408,0
D02KIM,T28213,0
D0U9IJ,T30985,0
D0G1XL,T46828,0
D0IB8N,T86271,0
D0RF9T,T92640,0
D0V4QS,T80896,0
D07YTL,T26500,0
D0N0ES,T72032,0
D0U7YK,T97413,0
D07ZQB,T65197,0
D0QG9A,T92072,0
D0Y2NE,T82083,0
D06SRX,T02551,0
D0I5IM,T23666,0
D0AT5L,T20331,0
D0B4SF,T86679,0
D08TJM,T02728,0
D00YGA,T46828,0
D0Q4EU,T83382,0
D04SQY,T68876,0
D07KMN,T36075,0
D0IF3N,T53186,0
D03IMJ,T59679,0
D02UWB,T95605,0
D00SOZ,T26500,0
D05OIF,T16336,0
D0G3PI,T61722,0
D0EO3S,T43206,0
D07PHS,T76414,0
D0R8IE,T87166,0
D0I1LH,T14731,0
D07MFG,T18950,0
D02ALD,T46828,0
D0G8TM,T05849,0
D03YBH,T92689,0
D06VDN,T21038,0
D0M8IT,T59679,0
D0YF4I,T67894,0
D0R8LB,T79232,0
D07MFG,T36059,0
D00ACC,T02719,0
D04DYM,T83813,0
D0X9RG,T38161,0
D0S0DT,T89034,0
D05ONA,T56923,0
D07TVE,T28330,0
D0PE1A,T84486,0
D04BYU,T27944,0
D01ZOG,T72168,0
D01VKI,T86273,0
D0L3MJ,T21038,0
D07GJZ,T62193,0
D0OM9G,T69485,0
D03SAM,T21689,0
D0AQ3H,T35664,0
D0L5YV,T13644,0
D03FLT,T79062,0
D0W1HM,T20575,0
D0GL7U,T58130,0
D0O7XO,T97613,0
D08HIH,T30687,0
D0S2BB,T11448,0
D0Q7NB,T67710,0
D0N8MQ,T22118,0
D09XVQ,T62841,0
D0X2ZM,T09826,0
D09WBJ,T85115,0
D0O3GF,T79591,0
D0WM5O,T92689,0
D0O3NG,T17721,0
